reader_id,stop_name,stop_lat,stop_lon
0x3c1afe6,Laerbeek,50.889909391953275,4.320841628149435
0x3c1a3eb,Pompiers,50.89198859117456,4.320496971329279
0x3c1a3ec,Liebrecht,50.89045654964309,4.328424078192875
0x3c1a3ed,Schuermans,50.88826791888384,4.328510242397915
0x3c1a403,Legrelle,50.87716061778066,4.329027227628149
0x3c1a3e8,Legrelle,50.87716061778066,4.329027227628149
0x3c1a42d,Soetens,50.887118887735234,4.329458048653345
0x3c1a42e,Schuermans,50.88886979234263,4.329630377063423
0x3c1a402,Liebrecht,50.89045654964309,4.328424078192875
0x3c1a433,Pompiers,50.89198859117456,4.320496971329279
0x3c1b081,Laerbeek,50.889909391953275,4.320841628149435
0x3c1c437,De Rivieren,50.8808265743024,4.324805181581233
0x3c1c403,Legrelle,50.87716061778066,4.329027227628149
0x3c1c3fd,Armateurs,50.86523258014277,4.359184699391833
0x3c1c41e,Armateurs,50.86523258014277,4.359184699391833
0x3c1c41d,Flessingue,50.86692876898118,4.341779529973936
0x3c1c3e8,Legrelle,50.87716061778066,4.329027227628149
0x3c1cfe1,De Rivieren,50.8808265743024,4.324805181581233
0x3c1e41e,Armateurs,50.86523258014277,4.359184699391833
0x3c1e41d,Flessingue,50.86692876898118,4.341779529973936
0x3c1e3e8,Legrelle,50.87716061778066,4.329027227628149
0x3c1e42d,Soetens,50.887118887735234,4.329458048653345
0x3c1e42e,Schuemans,50.88886979234263,4.329630377063423
0x3c1e402,Liebrecht,50.89045654964309,4.328424078192875
0x3c1e433,Pompiers,50.89198859117456,4.320496971329279
0x3c1f081,Laerbeek,50.889909391953275,4.320841628149435
0x3c1efe6,Laerbeek,50.889909391953275,4.320841628149435
0x3c1e3eb,Pompiers,50.89198859117456,4.320496971329279
0x3c1e3ec,Liebrecht,50.89045654964309,4.328424078192875
0x3c1e3ed,Schuemans,50.88826791888384,4.328510242397915
0x3c1e403,Legrelle,50.87716061778066,4.329027227628149
0x3c1e3fd,Armateurs,50.86523258014277,4.359184699391833
0x3c230d8,Ortolans,50.802254730045426,4.406919668983493
0x3c230c3,Pepiniere,50.78687959896171,4.419930463944397
0x3c23104,Ortolans,50.802254730045426,4.406919668983493
0x3c28453,Hopital Français,50.869555125892276,4.3108465803649
0x3c28493,KU Brussel,50.86468542245295,4.331956810599479
0x3c2849d,KU Brussel,50.86468542245295,4.331956810599479
0x3c284a4,Hopital Français,50.869555125892276,4.3108465803649
0x3c2a48c,Ducale,50.841650083711876,4.370127553431798
0x3c2a588,Froissard,50.8407199156392,4.388308200695048
0x3c2acb3,Flasky,50.84974801752109,4.400802010425717
0x3c2b1ce,RTL,50.8566969201817,4.412003357080799
0x3c2ad23,Germinal,50.87245506164828,4.4171732093831455
0x3c2ace5,Nato,50.87261920895522,4.428805377063423
0x3c2ace5,Nato,50.87261920895522,4.428805377063423
0x3c2ace6,Nato,50.87261920895522,4.428805377063423
0x3c2ace7,Germinal,50.87245506164828,4.4171732093831455
0x3c2b194,RTL,50.8566969201817,4.412003357080799
0x3c2c4bd,Charlemagne,50.84422172485399,4.385723274543875
0x3c2c4bf,Joseph II,50.84684808176509,4.377796167680278
0x3c2c4c0,Guimard,50.84411229331603,4.377451510860122
0x3c2c4c1,Belliard,50.8427443990915,4.376676033014769
0x3c2c4ef,Belliard,50.84236138870863,4.375211241529105
0x3c2c4f0,Guimard,50.8438934302401,4.375986719374457
0x3c2c4f2,Joseph II,50.84684808176509,4.377796167680278
0x3c3648c,Ducale,50.84148593640493,4.370041389226759
0x3c3a628,Anspach-De Brouckere,50.851498922128485,4.355738131190269
0x3c3a627,Assaut,50.849529154445165,4.360218669852302
0x3c446ac,Parnasse,50.836452085658664,4.376848361424848
0x3c447be,Parnasse,50.836452085658664,4.376848361424848
0x3c49581,Woluwe,50.8316918137573,4.433027423110339
0x3c48742,Woluwe,50.8316918137573,4.433027423110339
0x3c4c628,Anspach-De Brouckere,50.851498922128485,4.355738131190269
0x3c4c627,Assaut,50.849529154445165,4.360218669852302
0x3c4c774,Parnasse,50.836452085658664,4.376848361424848
0x3c4c7be,Parnasse,50.836452085658664,4.376848361424848
0x3c4c7c6,Ducale,50.84148593640493,4.370041389226759
0x3c527fd,Sapiniere,50.80252830889033,4.3859817671589925
0x3c52a98,Hopital Deux Alice,50.805428244646336,4.348586502172024
0x3c52aab,Sapiniere,50.80252830889033,4.3859817671589925
0x3c54519,Vellemolen,50.845808482154446,4.441471515204171
0x3c547ce,Debecker,50.84351041985723,4.440265216333623
0x3c54719,Woluwe,50.8316918137573,4.433027423110339
0x3c547d8,Val Duchesse,50.82145996495782,4.4304424969591665
0x3c5480b,Val Duchesse,50.82145996495782,4.4304424969591665
0x3c54742,Woluwe,50.8316918137573,4.433027423110339
0x3c54811,Vellemolen,50.845808482154446,4.441471515204171
0x3c5678a,Chateau d'Or,50.79317191239455,4.323598882710686
0x3c5678d,Moensberg Station,50.78408909474367,4.324374360556038
0x3c56879,Biches,50.78206461129137,4.332559960034752
0x3c567a5,Moensberg Station,50.78408909474367,4.324374360556038
0x3c567a8,Chateau d'Or,50.79317191239455,4.323598882710686
0x3c5a5fc,Tractebel,50.85516487865023,4.435526185056473
0x3c5ad88,Tractebel,50.85516487865023,4.435526185056473
0x3c5c8cd,Parking 58,50.85122534328358,4.351516085143354
0x3c5e8cd,Parking 58,50.85122534328358,4.351516085143354
0x3c5e899,Quai des Usines,50.87759834393251,4.378140824500434
0x3c5ebf8,Dghr Domaine Militaire,50.90112612459442,4.407781311033884
0x3c5e911,CRS,50.900578966904604,4.402869951346655
0x3c5e931,CRS,50.900578966904604,4.402869951346655
0x3c5ebba,Dghr Domaine Militaire,50.90112612459442,4.407781311033884
0x3c5e8fc,Quai des Usines,50.87759834393251,4.378140824500434
0x3c606a6,Saint-Jean,50.844987745619726,4.355048817549957
0x3c60971,Uccle Stalle,50.80789045425049,4.320066150304084
0x3c606eb,Saint-Jean,50.844987745619726,4.355048817549957
0x3c606ec,Plattesteen,50.847176376378975,4.351085264118158
0x3c62a01,Jacob Smits,50.84515189292667,4.307227683753258
0x3c62a0a,Bossaert-Basilique,50.867749505515896,4.3263561372719375
0x3c629cd,Bossaert-Basilique,50.867749505515896,4.3263561372719375
0x3c629e4,Jacob Smits,50.84515189292667,4.307227683753258
0x3c629de,Fierlant,0,0
0x3c65718,Anciens Etangs,50.82135053341986,4.319118344048653
0x3c665bc,Sportcentrum Ruisbroek,50.797220879299154,4.2918042910512595
0x3c665d5,Sportcentrum Ruisbroek,50.797220879299154,4.2918042910512595
0x3c6573f,Anciens Etangs,50.82135053341986,4.319118344048653
0x3c649de,Fierlant,0,0
0x3c6ab2a,Ecole des Cadets,50.884383099286175,4.362717431798436
0x3c6a42d,Soetens,50.887118887735234,4.329458048653345
0x3c6a42e,Schuermans,50.88886979234263,4.329630377063423
0x3c6a402,Liebrecht,50.89045654964309,4.328424078192875
0x3c6a433,Pompiers-UZ Brussel,50.89198859117456,4.320496971329279
0x3c6b081,Laerbeek-UZ Brussel,50.889909391953275,4.320841628149435
0x3c6afe6,Laerbeek-UZ Brussel,50.889909391953275,4.320841628149435
0x3c6a3eb,Pompiers-UZ Brussel,50.89198859117456,4.320496971329279
0x3c6a3ec,Liebrecht,50.89045654964309,4.328424078192875
0x3c6a3ed,Schuermans,50.88886979234263,4.329630377063423
0x3c6aafc,Ecole des Cadets,50.884383099286175,4.362717431798436
0x3c6a918,Wimpelberg,50.89658471576898,4.395373665508254
0x3c6cb7b,Gare Forest-Est,50.81418276768332,4.318256701998262
0x3c6d42a,Anciens Etangs,50.82135053341986,4.319118344048653
0x3c6cb88,Gare Forest-Est,50.81418276768332,4.318256701998262
0x3c72931,Crs,50.900578966904604,4.402869951346655
0x3c72bba,Dghr Domaine Militaire,50.90112612459442,4.407781311033884
0x3c723fd,Armateurs,50.86523258014277,4.359184699391833
0x3c7241e,Armateurs,50.86523258014277,4.359184699391833
0x3c72bf8,Dghr Domaine Militaire,50.90112612459442,4.407781311033884
0x3c72911,CRS,50.900578966904604,4.402869951346655
0x3c75715,Moulin Marly,50.89319233809215,4.414502119026933
0x3c75748,Moulin Marly,50.89319233809215,4.414502119026933
0x3c76f4e,Senghor,50.83699924334847,4.3845169756733275
0x3c76c38,Haren-Ecolage,0,0
0x3c76f4d,Senghor,50.83699924334847,4.3845169756733275
0x3c78b69,Palmerston,50.847340523685915,4.386929573414422
0x3c78f4d,Senghor,50.83699924334847,4.3845169756733275
0x3c79907,Tenbosch,50.82058451265412,4.358753878366637
0x3c78850,Clinique Edith Cavell,50.81582424075276,4.354617996524761
0x3c78851,Clinique Edith Cavell,50.81582424075276,4.354617996524761
0x3c79934,Tenbosch,50.82058451265412,4.358753878366637
0x3c7e628,Anspach-De Brouckere,50.851498922128485,4.355738131190269
0x3c7e627,Assaut,50.849529154445165,4.360218669852302
0x3c7eb69,Palmerston,50.847340523685915,4.386929573414422
0x3c80b5b,Haren-Sud Gare,50.88449253082414,4.421136762814943
0x3c80b69,Palmerston,50.847340523685915,4.386929573414422
0x3c80bb8,NBN,50.84969330175211,4.391496276281495
0x3c80bad,Haren-Sud Gare,50.88449253082414,4.421136762814943
0x3c82ce5,Nato,50.87261920895522,4.428805377063423
0x3c82ce6,Nato,50.87261920895522,4.428805377063423
0x3c82ce7,Germinal,50.87245506164828,4.4171732093831455
0x3c82cf5,Hopital Saint-Etienne,50.8575723724854,4.376072883579496
0x3c82367,Hopital Saint-Etienne,50.8575723724854,4.376072883579496
0x3c82d23,Germinal,50.87245506164828,4.4171732093831455
0x3c82ce5,Nato,50.87261920895522,4.428805377063423
0x3c84cf5,Hopital Saint-Etienne,50.8575723724854,4.376072883579496
0x3c84628,Anspach-De Brouckere,50.851498922128485,4.355738131190269
0x3c84627,Assaut,50.849529154445165,4.360218669852302
0x3c86367,Hopital Saint-Etienne,50.8575723724854,4.376072883579496
0x3c8ac86,Germinal,50.86960984166126,4.419930463944397
0x3c8accd,Germinal,50.86960984166126,4.419930463944397
0x3c8e628,Anspach-De Brouckere,50.851498922128485,4.355738131190269
0x3c8e627,Assaut,50.849529154445165,4.360218669852302
0x3c8e6a8,Ducale,50.84148593640493,4.370041389226759
0x3c8edcb,Van Volsem,50.82922960415315,4.372195494352737
0x3c8edbc,Triomphe,50.81702798767034,4.4011466672458734
0x3c8edf3,Van Volsem,50.82922960415315,4.372195494352737
0x3c8e7c6,Ducale,50.84148593640493,4.370041389226759
0x3c8e48c,Ducale,50.84148593640493,4.370041389226759
0x3c90dc3,Deveze-ULB,50.81445634652823,4.383913826238054
0x3c90dbc,Triomphe,50.81702798767034,4.4011466672458734
0x3c965d8,Sainte-Bernadette,50.842634967553536,4.279913630755864
0x3c965be,Sainte-Bernadette,50.842634967553536,4.279913630755864
0x3c9a662,Marie-therese,50.84969330175211,4.47111200173762
0x3c9cf14,Boulevard International,50.822225985723556,4.305849056472632
0x3c9cf15,Bruxelles X,50.830925792991565,4.314034655951346
0x3c9cedb,Bruxelles X,50.830925792991565,4.314034655951346
0x3c9cf0d,Boulevard International,50.822225985723556,4.305849056472632
0x3c9e5fc,Tractebel,50.85516487865023,4.435526185056473
0x3c9ed88,Tractebel,50.85516487865023,4.435526185056473
0x3ca06ac,Parnasse,50.836452085658664,4.376848361424848
0x3ca0ccd,Germinal,50.86960984166126,4.419930463944397
0x3ca0c86,Germinal,50.86960984166126,4.419930463944397
0x3ca0f4d,Senghor,50.83699924334847,4.3845169756733275
0x3ca07be,Parnasse,50.836452085658664,4.376848361424848
0x3ca8fe1,De Rivieren,50.8808265743024,4.324805181581233
0x3ca8fe6,Laerbeek-UZ Brussel,50.889909391953275,4.320841628149435
0x3ca83eb,Pompiers-UZ Brussel,50.89198859117456,4.320496971329279
0x3ca922c,Vieillesse Heureuse,0,0
0x3ca8433,Pompiers-UZ Brussel,50.89198859117456,4.320496971329279
0x3ca9081,Laerbeek-UZ Brussel,50.889909391953275,4.320841628149435
0x3ca8437,De Rivieren,50.8808265743024,4.324805181581233
0x3cb08cd,Parking 58,50.85122534328358,4.351516085143354
0x3cb041e,Armateurs,50.86523258014277,4.359184699391833
0x3cb2354,Cite Jardin,50.88930751849448,4.337298991311902
0x3cb235e,Cite Jardin,50.88930751849448,4.337298991311902
0x3cb03fd,Armateurs,50.86523258014277,4.359184699391833
0x3cb0914,Parking 58,50.85122534328358,4.351516085143354
0x3cbe6a6,Saint-Jean,50.844987745619726,4.355048817549957
0x3cbe774,Parnasse,50.836452085658664,4.376848361424848
0x3cbf0d8,Ortolans,50.802254730045426,4.406919668983493
0x3cbf104,Ortolans,50.802254730045426,4.406919668983493
0x3cbe7be,Parnasse,50.836452085658664,4.376848361424848
0x3cbe48c,Ducale,50.84148593640493,4.370041389226759
0x3cbe6eb,Saint-Jean,50.844987745619726,4.355048817549957
0x3cbe6ec,Plattesteen,50.847176376378975,4.351085264118158
